	abbreviation	name	equation	rule	Genes	Proteins	subsystem	reversible	lowbnd	uppbnd	obj_coef	Confidence.Score	EC.Number	Notes	References
142	r_0163	alcohol dehydrogenase (ethanol to acetaldehyde)	s_0680 + s_1198  <=> s_0359 + s_0794 + s_1203	YMR303C	YMR303C	NA	NA	1	0	1000	0	NA		NA	
143	r_0164	alcohol dehydrogenase (glycerol, NADP)	s_0570 + s_0794 + s_1212  <=> s_0765 + s_1207	(YDR368W OR YHR104W)	YDR368W YHR104W	NA	NA	1	0	1000	0	NA		NA	
144	r_0165	mitochondrial alcohol dehydrogenase	s_0361 + s_0799 + s_1205  <=> s_0682 + s_1200	(YGL256W OR YMR083W)	YGL256W YMR083W	NA	NA	1	0	1000	0	NA		NA	
145	r_0166	aldehyde dehydrogenase (2-methylbutanol, NAD)	s_0166 + s_0794 + s_1203  <=> s_0169 + s_1198	(YOL086C OR YBR145W OR YDL168W)	YBR145W YDL168W YOL086C	NA	NA	1	0	1000	0	NA		NA	
146	r_0167	aldehyde dehydrogenase (2-methylbutanol, NAD)	s_0168 + s_0799 + s_1205  <=> s_0171 + s_1200	(YGL256W OR YMR083W)	YGL256W YMR083W	NA	NA	1	0	1000	0	NA		NA	
147	r_0168	aldehyde dehydrogenase (2-methylbutanol, NADP)	s_0166 + s_0794 + s_1212  <=> s_0169 + s_1207	(YCR105W OR YDR368W OR YMR318C)	YCR105W YDR368W YMR318C	NA	NA	1	0	1000	0	NA		NA	
148	r_0169	aldehyde dehydrogenase (2-phenylethanol, NAD)	s_0794 + s_1203 + s_1318  <=> s_0185 + s_1198	(YOL086C OR YBR145W OR YDL168W)	YBR145W YDL168W YOL086C	NA	NA	1	0	1000	0	NA		NA	
149	r_0170	aldehyde dehydrogenase (2-phenylethanol, NAD)	s_0799 + s_1205 + s_1320  <=> s_0187 + s_1200	(YGL256W OR YMR083W)	YGL256W YMR083W	NA	NA	1	0	1000	0	NA		NA	
150	r_0171	aldehyde dehydrogenase (2-phenylethanol, NADP)	s_0794 + s_1212 + s_1318  <=> s_0185 + s_1207	(YCR105W OR YMR318C)	YCR105W YMR318C	NA	NA	1	0	1000	0	NA		NA	
151	r_0172	aldehyde dehydrogenase (3-aminopropanal, NAD)	s_0208 + s_0803 + s_1198  <=> s_0441 + (2) s_0794 + s_1203	(YMR169C OR YMR170C)	YMR169C YMR170C	NA	NA	1	0	1000	0	NA		NA	
152	r_0173	aldehyde dehydrogenase (acetaldehyde, NADP)	s_0359 + s_0803 + s_1207  <=> s_0362 + (2) s_0794 + s_1212	YPL061W	YPL061W	NA	NA	1	0	1000	0	NA		NA	
153	r_0174	aldehyde dehydrogenase (acetylaldehyde, NAD)	s_0361 + s_0807 + s_1200  <=> s_0365 + (2) s_0799 + s_1205	YOR374W	YOR374W	NA	NA	1	0	1000	0	NA		NA	
154	r_0175	aldehyde dehydrogenase (acetylaldehyde, NADP)	s_0361 + s_0807 + s_1210  <=> s_0365 + (2) s_0799 + s_1214	(YER073W OR YOR374W)	YER073W YOR374W	NA	NA	1	0	1000	0	NA		NA	
155	r_0176	aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)	s_0807 + s_0852 + s_1200  <=> (2) s_0799 + s_0854 + s_1205	YOR374W	YOR374W	NA	NA	1	0	1000	0	NA		NA	
156	r_0177	aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)	s_0803 + s_0850 + s_1207  <=> (2) s_0794 + s_0853 + s_1212	YPL061W	YPL061W	NA	NA	1	0	1000	0	NA		NA	
157	r_0178	aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)	s_0807 + s_0852 + s_1210  <=> (2) s_0799 + s_0854 + s_1214	(YER073W OR YOR374W)	YER073W YOR374W	NA	NA	1	0	1000	0	NA		NA	
158	r_0179	aldehyde dehydrogenase (isoamyl alcohol, NAD)	s_0234 + s_0794 + s_1203  <=> s_0929 + s_1198	(YOL086C OR YBR145W OR YDL168W)	YBR145W YDL168W YOL086C	NA	NA	1	0	1000	0	NA		NA	
159	r_0180	aldehyde dehydrogenase (isoamyl alcohol, NAD)	s_0236 + s_0799 + s_1205  <=> s_0931 + s_1200	(YGL256W OR YMR083W)	YGL256W YMR083W	NA	NA	1	0	1000	0	NA		NA	
160	r_0181	aldehyde dehydrogenase (isoamyl alcohol, NADP)	s_0234 + s_0794 + s_1212  <=> s_0929 + s_1207	(YCR105W OR YMR318C)	YCR105W YMR318C	NA	NA	1	0	1000	0	NA		NA	
161	r_0182	aldehyde dehydrogenase (isobutyl alcohol, NAD)	s_0794 + s_0937 + s_1203  <=> s_0932 + s_1198	(YOL086C OR YBR145W OR YDL168W)	YBR145W YDL168W YOL086C	NA	NA	1	0	1000	0	NA		NA	
162	r_0183	aldehyde dehydrogenase (isobutyl alcohol, NAD)	s_0799 + s_0939 + s_1205  <=> s_0934 + s_1200	(YGL256W OR YMR083W)	YGL256W YMR083W	NA	NA	1	0	1000	0	NA		NA	
163	r_0184	aldehyde dehydrogenase (isobutyl alcohol, NADP)	s_0794 + s_0937 + s_1212  <=> s_0932 + s_1207	(YCR105W OR YMR318C)	YCR105W YMR318C	NA	NA	1	0	1000	0	NA		NA	
164	r_0185	aldehyde dehydrogenase (phenylacetaldehyde, NAD)	s_0803 + s_1198 + s_1318  <=> (2) s_0794 + s_1203 + s_1321	(YMR169C OR YMR170C)	YMR169C YMR170C	NA	NA	1	0	1000	0	NA		NA	
165	r_0186	aldehyde dehydrogenase (tryptophol, NAD)	s_0794 + s_0850 + s_1203  <=> s_1198 + s_1529	(YOL086C OR YBR145W OR YDL168W)	YBR145W YDL168W YOL086C	NA	NA	1	0	1000	0	NA		NA	
166	r_0187	aldehyde dehydrogenase (tryptophol, NAD)	s_0799 + s_0852 + s_1205  <=> s_1200 + s_1531	(YGL256W OR YMR083W)	YGL256W YMR083W	NA	NA	1	0	1000	0	NA		NA	
167	r_0188	alkaline phosphatase (dihydroneopterin)	s_0346 + (3) s_0803  <=> s_0343 + (2) s_0794 + (3) s_1322	YDR481C	YDR481C	NA	NA	1	0	1000	0	NA		NA	
168	r_0189	allantoate amidinohydrolase	s_0405 + s_0803  <=> s_1552 + s_1555	YIR029W	YIR029W	NA	NA	1	-1000	1000	0	NA		NA	
169	r_0190	allantoinase, reaction	s_0407 + s_0803  <=> s_0405 + s_0794	YIR027C	YIR027C	NA	NA	1	-1000	1000	0	NA		NA	
170	r_0191	allophanate hydrolase	(3) s_0794 + s_0803 + s_1554  <=> (2) s_0419 + (2) s_0456	YBR208C	YBR208C	NA	NA	1	0	1000	0	NA		NA	
171	r_0192	alpha 1,2-mannosyltransferase	s_0444 + s_0744  <=> s_0414 + s_0740 + s_0797	(YBR205W OR YBR199W OR YDR483W OR YJL139C OR YKR061W OR YNL029C OR YOR099W OR YPL053C)	YBR199W YBR205W YDR483W YJL139C YKR061W YNL029C YOR099W YPL053C	NA	NA	1	0	1000	0	NA		NA	
172	r_0193	alpha,alpha-trehalase	s_0810 + s_1522  <=> (2) s_0566	YPR026W	YPR026W	NA	NA	1	0	1000	0	NA		NA	
173	r_0194	alpha,alpha-trehalase	s_0803 + s_1520  <=> (2) s_0563	YDR001C	YDR001C	NA	NA	1	0	1000	0	NA		NA	
174	r_0195	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	s_0568 + s_1543  <=> s_0409 + s_0794 + s_1538	((YBR126C AND YDR074W AND YMR261C AND YML100W) OR YBR126C)	YBR126C YDR074W YML100W YMR261C	NA	NA	1	0	1000	0	NA		NA	11442833, 15692050, 9837904
175	r_0198	alpha-glucosidase	s_0803 + s_1105  <=> (2) s_0563	(YJL216C OR YIL172C OR YBR299W OR YGR292W OR YGR287C OR YJL221C)	YBR299W YGR287C YGR292W YIL172C YJL216C YJL221C	NA	NA	1	0	1000	0	NA		NA	
176	r_0199	amidase	s_0280 + s_0803  <=> s_0281 + s_0419	YMR293C	YMR293C	NA	NA	1	0	1000	0	NA		NA	
177	r_0200	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	s_0418 + s_0803 + s_1275  <=> s_0419 + s_0837 + s_1151			NA	NA	1	0	1000	0	NA		NA	
178	r_0201	Aminobutyraldehyde dehydrogenase	s_0275 + s_0807 + s_1200  <=> s_0738 + (2) s_0799 + s_1205	YOR374W	YOR374W	NA	NA	1	0	1000	0	NA		NA	
179	r_0202	anthranilate phosphoribosyltransferase	s_0427 + s_1386  <=> s_0633 + s_1187	YDR354W	YDR354W	NA	NA	1	0	1000	0	NA		NA	
180	r_0203	anthranilate synthase	s_0515 + s_0999  <=> s_0427 + s_0794 + s_0991 + s_1399	(YER090W AND YKL211C)	YER090W YKL211C	NA	NA	1	0	1000	0	NA		NA	
181	r_0204	Ap4A hydrolase	s_0803 + s_1282  <=> (2) s_0394 + (2) s_0794	YDR305C	YDR305C	NA	NA	1	-1000	1000	0	NA		NA	
182	r_0205	arabinose reductase	s_0794 + s_0963 + s_1212  <=> s_0961 + s_1207	YHR104W	YHR104W	NA	NA	1	0	1000	0	NA		NA	
183	r_0206	arginase	s_0803 + s_0965  <=> s_1266 + s_1552	YPL111W	YPL111W	NA	NA	1	0	1000	0	NA		NA	
184	r_0207	argininosuccinate lyase	s_0015  <=> s_0725 + s_0965	YHR018C	YHR018C	NA	NA	1	-1000	1000	0	NA		NA	
185	r_0208	argininosuccinate synthase	s_0434 + s_0973 + s_0979  <=> s_0015 + s_0423 + s_0633 + s_0794	YOL058W	YOL058W	NA	NA	1	-1000	1000	0	NA		NA	
186	r_0209	arginyl-tRNA synthetase	s_0434 + s_0965 + s_1583  <=> s_0423 + s_0428 + s_0633	YDR341C	YDR341C	NA	NA	1	0	1000	0	NA		NA	
187	r_0210	arginyl-tRNA synthetase	s_0437 + s_0967 + s_1584  <=> s_0424 + s_0429 + s_0636	YHR091C	YHR091C	NA	NA	1	0	1000	0	NA		NA	
188	r_0211	asparagine synthase (glutamine-hydrolysing)	s_0434 + s_0803 + s_0973 + s_0999  <=> s_0423 + s_0633 + s_0794 + s_0969 + s_0991	(YGR124W OR YPR145W)	YGR124W YPR145W	NA	NA	1	0	1000	0	NA		NA	
189	r_0212	Asparaginyl-tRNA synthetase	s_0434 + s_0969 + s_1585  <=> s_0423 + s_0430 + s_0633	YHR019C	YHR019C	NA	NA	1	0	1000	0	NA		NA	
190	r_0213	asparaginyl-tRNA synthetase, miotchondrial	s_0437 + s_0971 + s_1586  <=> s_0424 + s_0431 + s_0636	YCR024C	YCR024C	NA	NA	1	0	1000	0	NA		NA	
191	r_0214	aspartate carbamoyltransferase	s_0455 + s_0973  <=> s_0794 + s_1194 + s_1322	YJL130C	YJL130C	NA	NA	1	0	1000	0	NA		NA	
192	r_0215	aspartate kinase	s_0434 + s_0973  <=> s_0295 + s_0394	YER052C	YER052C	NA	NA	1	0	1000	0	NA		NA	
193	r_0216	aspartate transaminase	s_0180 + s_0973  <=> s_0991 + s_1271	YLR027C	YLR027C	NA	NA	1	-1000	1000	0	NA		NA	
194	r_0217	aspartate transaminase	s_0182 + s_0975  <=> s_0993 + s_1273	YKL106W	YKL106W	NA	NA	1	-1000	1000	0	NA		NA	
195	r_0218	aspartate transaminase	s_0184 + s_0976  <=> s_0995 + s_1274	YLR027C	YLR027C	NA	NA	1	-1000	1000	0	NA		NA	
196	r_0219	aspartate-semialdehyde dehydrogenase	s_0295 + s_0794 + s_1212  <=> s_0978 + s_1207 + s_1322	YDR158W	YDR158W	NA	NA	1	0	1000	0	NA		NA	
197	r_0220	Aspartyl-tRNA synthetase	s_0434 + s_0973 + s_1587  <=> s_0423 + s_0432 + s_0633	YLL018C	YLL018C	NA	NA	1	0	1000	0	NA		NA	
198	r_0221	Aspartyl-tRNA synthetase	s_0437 + s_0975 + s_1588  <=> s_0424 + s_0433 + s_0636	YPL104W	YPL104W	NA	NA	1	0	1000	0	NA		NA	
199	r_0222	ATP adenylyltransferase	s_0394 + s_0434 + s_0794  <=> s_1282 + s_1322	YDR530C	YDR530C	NA	NA	1	0	1000	0	NA		NA	
200	r_0223	ATP adenylyltransferase	s_0394 + s_0785 + s_0794  <=> s_1284 + s_1322	YCL050C	YCL050C	NA	NA	1	0	1000	0	NA		NA	
201	r_0224	ATP adenylyltransferase	s_0739 + s_0785 + s_0794  <=> s_1283 + s_1322	YCL050C	YCL050C	NA	NA	1	0	1000	0	NA		NA	
202	r_0225	ATP phosphoribosyltransferase	s_0434 + s_1386  <=> s_0326 + s_0633	YER055C	YER055C	NA	NA	1	0	1000	0	NA		NA	
203	r_0226	ATP synthase	s_0397 + (4) s_0794 + s_1326  <=> s_0437 + (3) s_0799 + s_0807	((Q0130 AND YBL099W AND YDR298C AND Q0085 AND YJR121W AND Q0080 AND YBR039W AND YDR377W AND YML081C-A AND YDR322C-A AND YKL016C AND YPL271W AND YDL004W AND YPL078C AND YLR295C) OR (YPR020W AND Q0130 AND YBL099W AND YDR298C AND Q0085 AND YJR121W AND Q0080 AND YBR039W AND YDR377W AND YML081C-A AND YKL016C AND YPL271W AND YDL004W AND YPL078C AND YLR295C))	Q0080 Q0085 Q0130 YBL099W YBR039W YDL004W YDR298C YDR322C-A YDR377W YJR121W YKL016C YLR295C YML081C-A YPL078C YPL271W YPR020W	NA	NA	1	0	1000	0	NA		NA	
204	r_0227	ATPase, cytosolic	s_0434 + s_0803  <=> s_0394 + s_0796 + s_1322	(YER005W OR (YCR024C-A AND YGL008C AND YEL017C-A) OR (YCR024C-A AND YPL036W AND YEL017C-A))	YCR024C-A YEL017C-A YER005W YGL008C YPL036W	NA	NA	1	1	1	0	NA		NA	
205	r_0228	beta-1,4 mannosyltransferase	s_0743 + s_1184  <=> s_0443 + s_0739	YBR110W	YBR110W	NA	NA	1	0	1000	0	NA		NA	
206	r_0229	biotin synthase	s_0612 + s_1371  <=> s_0451 + (2) s_0794	YGR286C	YGR286C	NA	NA	1	-1000	1000	0	NA		NA	
207	r_0230	biotin-[acetyl-CoA-carboxylase] ligase	s_0434 + s_0451 + s_0794  <=> s_0453 + s_0633	YDL141W	YDL141W	NA	NA	1	0	1000	0	NA		NA	
208	r_0231	C-14 sterol reductase	s_0262 + s_0794 + s_1212  <=> s_0122 + s_1207	YNL280C	YNL280C	NA	NA	1	0	1000	0	NA		NA	
209	r_0233	C-22 sterol desaturase (NADP)	s_0664 + s_0794 + s_1212 + s_1275  <=> s_0662 + (2) s_0803 + s_1207	YMR015C	YMR015C	NA	NA	1	0	1000	0	NA		NA	
210	r_0234	C-3 sterol dehydrogenase	s_1207 + s_1578  <=> s_0456 + s_0794 + s_1212 + s_1579	YGL001C	YGL001C	NA	NA	1	0	1000	0	NA		NA	
211	r_0235	C-3 sterol dehydrogenase (4-methylzymosterol)	s_0297 + s_1198  <=> s_0209 + s_0456 + s_0794 + s_1203	YGL001C	YGL001C	NA	NA	1	0	1000	0	NA		NA	
212	r_0236	C-3 sterol keto reductase (4-methylzymosterol)	s_0209 + s_0794 + s_1212  <=> s_0296 + s_1207	YLR100W	YLR100W	NA	NA	1	0	1000	0	NA		NA	
213	r_0237	C-3 sterol keto reductase (zymosterol)	s_0794 + s_1212 + s_1579  <=> s_1207 + s_1569	YLR100W	YLR100W	NA	NA	1	0	1000	0	NA		NA	
214	r_0238	C-4 methyl sterol oxidase	s_0296 + s_0794 + s_1212 + s_1275  <=> s_0803 + s_1207 + s_1576	YGR060W	YGR060W	NA	NA	1	0	1000	0	NA		NA	
215	r_0239	C-4 methyl sterol oxidase	s_0794 + s_1212 + s_1275 + s_1576  <=> (2) s_0803 + s_1207 + s_1577	YGR060W	YGR060W	NA	NA	1	0	1000	0	NA		NA	
216	r_0240	C-4 methyl sterol oxidase	s_0794 + s_1212 + s_1275 + s_1577  <=> s_0803 + s_1207 + s_1578	YGR060W	YGR060W	NA	NA	1	0	1000	0	NA		NA	
217	r_0241	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	s_0122 + (3) s_0794 + (3) s_1212 + (3) s_1275  <=> s_0297 + (4) s_0803 + (3) s_1207	YGR060W	YGR060W	NA	NA	1	0	1000	0	NA		NA	
218	r_0242	C-5 sterol desaturase	s_0657 + s_0794 + s_1212 + s_1275  <=> s_0664 + (2) s_0803 + s_1207	YLR056W	YLR056W	NA	NA	1	0	1000	0	NA		NA	
219	r_0243	C-8 sterol isomerase	s_0700  <=> s_0657	YMR202W	YMR202W	NA	NA	1	0	1000	0	NA		NA	
220	r_0244	C-s24 sterol reductase	s_0663 + s_0795 + s_1213  <=> s_0667 + s_1208	YGL012W	YGL012W	NA	NA	1	0	1000	0	NA		NA	
221	r_0249	CAAX farnesyltransferase	s_0286 + s_1231  <=> s_0633 + (2) s_0794 + s_1230	(YKL019W AND YDL090C)	YDL090C YKL019W	NA	NA	1	-1000	1000	0	NA		NA	
222	r_0250	carbamoyl-phosphate synthase (glutamine-hydrolysing)	(2) s_0434 + s_0445 + s_0803 + s_0999  <=> (2) s_0394 + s_0455 + (2) s_0794 + s_0991 + s_1322	(YJR019C and YOR303W and YJL130C)	YJL130C YJR109C YOR303W	NA	NA	1	0	1000	0	NA		NA	8626695, 22064862
223	r_0252	carnitine O-acetyltransferase	s_0021 + s_0373  <=> s_0529 + s_1235	(YER024W OR YAR035W)	YAR035W YER024W	NA	NA	1	0	1000	0	NA		NA	
224	r_0253	carnitine O-acetyltransferase	s_0024 + s_0378  <=> s_0534 + s_1237	YML042W	YML042W	NA	NA	1	0	1000	0	NA		NA	
225	r_0254	carnitine O-acetyltransferase	s_0532 + s_1236  <=> s_0023 + s_0376	YML042W	YML042W	NA	NA	1	0	1000	0	NA		NA	
226	r_0255	catalase	(2) s_0837  <=> (2) s_0803 + s_1275	YGR088W	YGR088W	NA	NA	1	0	1000	0	NA		NA	
227	r_0256	catalase	(2) s_0840  <=> (2) s_0809 + s_1279	YDR256C	YDR256C	NA	NA	1	0	1000	0	NA		NA	
228	r_0259	ceramide-1 hydroxylase (24C)	s_0475 + s_0795 + s_1213 + s_1276  <=> s_0481 + s_0804 + s_1208	YDR297W	YDR297W	NA	NA	1	0	1000	0	NA		NA	
229	r_0260	ceramide-1 hydroxylase (24C)	s_0475 + s_0795 + s_1213 + s_1276  <=> s_0487 + s_0804 + s_1208	YMR272C	YMR272C	NA	NA	1	0	1000	0	NA		NA	
230	r_0261	ceramide-1 hydroxylase (26C)	s_0478 + s_0795 + s_1213 + s_1276  <=> s_0484 + s_0804 + s_1208	YDR297W	YDR297W	NA	NA	1	0	1000	0	NA		NA	
231	r_0262	ceramide-1 hydroxylase (26C)	s_0478 + s_0795 + s_1213 + s_1276  <=> s_0490 + s_0804 + s_1208	YMR272C	YMR272C	NA	NA	1	0	1000	0	NA		NA	
232	r_0263	ceramide-1 synthase (24C)	s_1445 + s_1480  <=> s_0475 + s_0530 + s_0795	((YKL008C AND YMR298W) OR (YHL003C AND YMR298W))	YHL003C YKL008C YMR298W	NA	NA	1	0	1000	0	NA		NA	
233	r_0264	ceramide-1 synthase (26C)	s_0817 + s_1445  <=> s_0478 + s_0530 + s_0795	((YKL008C AND YMR298W) OR (YHL003C AND YMR298W))	YHL003C YKL008C YMR298W	NA	NA	1	0	1000	0	NA		NA	
234	r_0265	ceramide-2 synthase (24C)	s_1366 + s_1480  <=> s_0481 + s_0530 + s_0795	((YKL008C AND YMR298W) OR (YHL003C AND YMR298W))	YHL003C YKL008C YMR298W	NA	NA	1	0	1000	0	NA		NA	
235	r_0266	ceramide-2 synthase (26C)	s_0817 + s_1366  <=> s_0484 + s_0530 + s_0795	((YKL008C AND YMR298W) OR (YHL003C AND YMR298W))	YHL003C YKL008C YMR298W	NA	NA	1	0	1000	0	NA		NA	
236	r_0267	ceramide-3 synthase (24C)	s_0481 + s_0795 + s_1213 + s_1276  <=> s_0493 + s_0804 + s_1208	YMR272C	YMR272C	NA	NA	1	0	1000	0	NA		NA	
237	r_0268	ceramide-3 synthase (26C)	s_0484 + s_0795 + s_1213 + s_1276  <=> s_0496 + s_0804 + s_1208	YMR272C	YMR272C	NA	NA	1	0	1000	0	NA		NA	
238	r_0269	ceramide-4 synthase (24C)	s_0493 + s_0795 + s_1213 + s_1276  <=> s_0499 + s_0804 + s_1208	YMR272C	YMR272C	NA	NA	1	0	1000	0	NA		NA	
239	r_0270	ceramide-4 synthase (26C)	s_0496 + s_0795 + s_1213 + s_1276  <=> s_0502 + s_0804 + s_1208	YMR272C	YMR272C	NA	NA	1	0	1000	0	NA		NA	
240	r_0271	chitin deacetylase	s_0509 + s_0803  <=> s_0362 + s_0510 + s_0794	(YLR307W OR YLR308W)	YLR307W YLR308W	NA	NA	1	0	1000	0	NA		NA	
241	r_0272	chitin synthase	s_1544  <=> s_0509 + s_0794 + s_1538	(YBR038W OR YNL192W OR YBR023C)	YBR023C YBR038W YNL192W	NA	NA	1	0	1000	0	NA		NA	
242	r_0273	choline kinase	s_0434 + s_0512  <=> s_0394 + s_0514 + s_0794	YLR133W	YLR133W	NA	NA	1	0	1000	0	NA		NA	
243	r_0274	choline phosphate cytididyltransferase	s_0514 + s_0539 + s_0794  <=> s_0469 + s_0633	YGR202C	YGR202C	NA	NA	1	0	1000	0	NA		NA	
244	r_0278	chorismate mutase	s_0515  <=> s_1377	YPR060C	YPR060C	NA	NA	1	0	1000	0	NA		NA	
245	r_0279	chorismate synthase	s_0324  <=> s_0515 + s_1322	YGL148W	YGL148W	NA	NA	1	0	1000	0	NA		NA	
246	r_0280	cis-aconitate(3-) to isocitrate	s_0517 + s_0807  <=> s_0941	YLR304C	YLR304C	NA	NA	1	-1000	1000	0	NA		NA	
247	r_0281	cis-prenyltransferase step 01	s_0692 + s_0944  <=> s_0635 + s_0746	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
248	r_0282	cis-prenyltransferase step 02	s_0746 + s_0944  <=> s_0635 + s_1312	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
249	r_0283	cis-prenyltransferase step 03	s_0944 + s_1312  <=> s_0635 + s_0830	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
250	r_0284	cis-prenyltransferase step 04	s_0830 + s_0944  <=> s_0635 + s_0815	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
251	r_0285	cis-prenyltransferase step 05	s_0815 + s_0944  <=> s_0635 + s_1259	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
252	r_0286	cis-prenyltransferase step 06	s_0944 + s_1259  <=> s_0635 + s_1232	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
253	r_0287	cis-prenyltransferase step 07	s_0944 + s_1232  <=> s_0606 + s_0635	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
254	r_0288	cis-prenyltransferase step 08	s_0606 + s_0944  <=> s_0635 + s_1549	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
255	r_0289	cis-prenyltransferase step 09	s_0944 + s_1549  <=> s_0635 + s_0641	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
256	r_0290	cis-prenyltransferase step 10	s_0641 + s_0944  <=> s_0635 + s_1523	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
257	r_0291	cis-prenyltransferase step 11	s_0944 + s_1523  <=> s_0635 + s_1483	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
258	r_0292	cis-prenyltransferase step 12	s_0944 + s_1483  <=> s_0635 + s_1310	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
259	r_0293	cis-prenyltransferase step 13	s_0944 + s_1310  <=> s_0635 + s_0829	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
260	r_0294	cis-prenyltransferase step 14	s_0829 + s_0944  <=> s_0635 + s_0814	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	-1000	1000	0	NA		NA	
261	r_0295	cis-prenyltransferase step 15	s_0814 + s_0944  <=> s_0635 + s_1246	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	-1000	1000	0	NA		NA	
262	r_0296	cis-prenyltransferase step 16	s_0944 + s_1246  <=> s_0635 + s_1229	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
263	r_0297	cis-prenyltransferase step 17	s_0944 + s_1229  <=> s_0635 + s_0845	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
264	r_0298	cis-prenyltransferase step 18	s_0845 + s_0944  <=> s_0635 + s_0813	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
265	r_0299	cis-prenyltransferase step 19	s_0813 + s_0944  <=> s_0635 + s_0640	(YBR002C OR YMR101C)	YBR002C YMR101C	NA	NA	1	0	1000	0	NA		NA	
266	r_0300	citrate synthase	s_0376 + s_0807 + s_1273  <=> s_0524 + s_0532 + s_0799	(YNR001C OR YPR001W)	YNR001C YPR001W	NA	NA	1	0	1000	0	NA		NA	
267	r_0301	citrate synthase, peroxisomal	s_0378 + s_0809 + s_1274  <=> s_0525 + s_0534 + s_0801	YCR005C	YCR005C	NA	NA	1	0	1000	0	NA		NA	
268	r_0302	citrate to cis-aconitate(3-)	s_0524  <=> s_0517 + s_0807	YLR304C	YLR304C	NA	NA	1	-1000	1000	0	NA		NA	
269	r_0304	coproporphyrinogen oxidase (O2 required)	s_0538 + (2) s_0794 + s_1275  <=> (2) s_0456 + (2) s_0803 + s_1384	YDR044W	YDR044W	NA	NA	1	0	1000	0	NA		NA	
270	r_0306	CTP synthase (glutamine)	s_0434 + s_0803 + s_0999 + s_1559  <=> s_0394 + s_0539 + (2) s_0794 + s_0991 + s_1322	(YBL039C OR YJR103W)	YBL039C YJR103W	NA	NA	1	0	1000	0	NA		NA	
271	r_0307	CTP synthase (NH3)	s_0419 + s_0434 + s_1559  <=> s_0394 + s_0539 + (2) s_0794 + s_1322	(YBL039C OR YJR103W)	YBL039C YJR103W	NA	NA	1	0	1000	0	NA		NA	
272	r_0308	cystathionine b-lyase	s_0803 + s_0980  <=> s_0419 + s_1012 + s_1399	YGL184C	YGL184C	NA	NA	1	0	1000	0	NA		NA	
273	r_0309	cystathionine beta-synthase	s_1012 + s_1039  <=> s_0803 + s_0980	YGR155W	YGR155W	NA	NA	1	0	1000	0	NA		NA	
274	r_0310	cystathionine g-lyase	s_0803 + s_0980  <=> s_0178 + s_0419 + s_0981	YAL012W	YAL012W	NA	NA	1	0	1000	0	NA		NA	
275	r_0311	cystathionine gamma-synthase	s_0981 + s_1233  <=> s_0362 + s_0794 + s_0980	YJR130C	YJR130C	NA	NA	1	0	1000	0	NA		NA	
276	r_0312	cysteine synthase	s_0841 + s_1234  <=> s_0362 + s_0794 + s_0981	YLR303W	YLR303W	NA	NA	1	0	1000	0	NA		NA	
277	r_0313	cysteinyl-tRNA synthetase	s_0434 + s_0981 + s_1589  <=> s_0423 + s_0542 + s_0633	YNL247W	YNL247W	NA	NA	1	0	1000	0	NA		NA	
278	r_0314	cytidine deaminase	s_0543 + s_0794 + s_0803  <=> s_0419 + s_1556	YLR245C	YLR245C	NA	NA	1	0	1000	0	NA		NA	
279	r_0315	cytidine kinase (GTP)	s_0543 + s_0785  <=> s_0526 + s_0739 + s_0794	YNR012W	YNR012W	NA	NA	1	0	1000	0	NA		NA	
